ds,y
2020-01-04 14:00:00,5183.080423540415
2020-01-04 15:00:00,5065.750221931937
2020-01-04 16:00:00,4894.047959246593
2020-01-04 17:00:00,5102.653486622671
2020-01-04 18:00:00,5019.415509869608
2020-01-04 19:00:00,5193.728998106578
2020-01-04 20:00:00,4859.5893812245295
2020-01-04 21:00:00,4934.467570680446
2020-01-04 22:00:00,4921.578369373568
2020-01-04 23:00:00,4707.297010373576
2020-01-05 00:00:00,5059.224055412915
2020-01-05 01:00:00,5052.2110544359775
2020-01-05 02:00:00,5001.022691328492
2020-01-05 03:00:00,4953.08257332497
2020-01-05 04:00:00,4716.925851589917
2020-01-05 05:00:00,4915.870935446928
2020-01-05 06:00:00,4931.457096694646
2020-01-05 07:00:00,4839.5445461556765
2020-01-05 08:00:00,4967.742857666798
2020-01-05 09:00:00,5080.810171362908
2020-01-05 10:00:00,5377.237180242106
2020-01-05 11:00:00,5034.915562566368
2020-01-05 12:00:00,5051.510078144553
2020-01-05 13:00:00,4985.110816846766
2020-01-05 14:00:00,4616.245756940191
2020-01-05 15:00:00,4994.697224910156
2020-01-05 16:00:00,5012.046041988206
2020-01-05 17:00:00,5492.648422497057
2020-01-05 18:00:00,4961.527807043775
2020-01-05 19:00:00,5060.309468466722
2020-01-05 20:00:00,4993.057646058951
2020-01-05 21:00:00,4766.264392476093
2020-01-05 22:00:00,5228.564562903004
2020-01-05 23:00:00,5150.386606537355
2020-01-06 00:00:00,5158.2063894086095
2020-01-06 01:00:00,4818.122509041053
2020-01-06 02:00:00,5280.55886218722
2020-01-06 03:00:00,4719.629787441544
2020-01-06 04:00:00,5117.371418760054
2020-01-06 05:00:00,5438.0911251619955
2020-01-06 06:00:00,4801.892734973862
2020-01-06 07:00:00,4886.740454079446
2020-01-06 08:00:00,5019.930273017529
2020-01-06 09:00:00,4899.30486917676
2020-01-06 10:00:00,4689.867313786774
2020-01-06 11:00:00,5013.7125949612055
2020-01-06 12:00:00,4787.539257254779
2020-01-06 13:00:00,5094.718486127036
2020-01-06 14:00:00,4816.11515315324
2020-01-06 15:00:00,5309.986881003508
2020-01-06 16:00:00,4843.349341532753
2020-01-06 17:00:00,4935.587696758865
2020-01-06 18:00:00,5162.703443473934
2020-01-06 19:00:00,4753.827136713209
2020-01-06 20:00:00,5045.491986920826
2020-01-06 21:00:00,5261.428550856485
2020-01-06 22:00:00,4678.5033530877545
2020-01-06 23:00:00,5036.926771706461
2020-01-07 00:00:00,5051.976558849685
2020-01-07 01:00:00,5156.3645743554625
2020-01-07 02:00:00,4752.609857824384
2020-01-07 03:00:00,4735.908677383145
2020-01-07 04:00:00,5104.38831312338
2020-01-07 05:00:00,5059.396934646637
2020-01-07 06:00:00,5050.098570069175
2020-01-07 07:00:00,5069.289641899395
2020-01-07 08:00:00,4863.995055684301
2020-01-07 09:00:00,5046.450739432201
2020-01-07 10:00:00,5058.614494659736
2020-01-07 11:00:00,4857.1297163947265
2020-01-07 12:00:00,5373.154902228951
2020-01-07 13:00:00,5094.766584182357
2020-01-07 14:00:00,4761.73930055947
2020-01-07 15:00:00,5131.310721726766
2020-01-07 16:00:00,4805.063665954535
2020-01-07 17:00:00,5157.41692074849
2020-01-07 18:00:00,5231.719115801481
2020-01-07 19:00:00,4835.863536329658
2020-01-07 20:00:00,5192.675225848864
2020-01-07 21:00:00,5082.5561853873
2020-01-07 22:00:00,5164.412031998898
2020-01-07 23:00:00,5379.358596530789
2020-01-08 00:00:00,4950.922376799426
2020-01-08 01:00:00,4849.2527671285025
2020-01-08 02:00:00,4822.097114074895
2020-01-08 03:00:00,4836.837943006913
2020-01-08 04:00:00,4984.579658117179
2020-01-08 05:00:00,5068.230394963329
2020-01-08 06:00:00,5055.3381598660035
2020-01-08 07:00:00,5165.436649807205
2020-01-08 08:00:00,5002.600378375581
2020-01-08 09:00:00,5290.706815431464
2020-01-08 10:00:00,4947.068633352409
2020-01-08 11:00:00,5544.033833317923
2020-01-08 12:00:00,5125.133469553001
2020-01-08 13:00:00,4828.568488716744
2020-01-08 14:00:00,4785.821500387778
2020-01-08 15:00:00,5096.494483048637
2020-01-08 16:00:00,4955.30744293483
2020-01-08 17:00:00,5142.8000988184185
2020-01-08 18:00:00,5094.647524914709
2020-01-08 19:00:00,4985.434217468625
2020-01-08 20:00:00,4830.641256386319
2020-01-08 21:00:00,4697.030555062827
2020-01-08 22:00:00,4910.697009586595
2020-01-08 23:00:00,5171.2797588646945
2020-01-09 00:00:00,5042.818748826041
2020-01-09 01:00:00,4750.852244257602
2020-01-09 02:00:00,5034.636185170237
2020-01-09 03:00:00,5077.063475945767
2020-01-09 04:00:00,4823.228512759773
2020-01-09 05:00:00,5030.7450211891055
2020-01-09 06:00:00,5011.6417436892
2020-01-09 07:00:00,4771.405940433875
2020-01-09 08:00:00,5071.557472069657
2020-01-09 09:00:00,5112.156905273647
2020-01-09 10:00:00,5216.6102486350555
2020-01-09 11:00:00,5210.760410406981
2020-01-09 12:00:00,4724.466126408582
2020-01-09 13:00:00,4812.434992016975
2020-01-09 14:00:00,5103.007053441732
2020-01-09 15:00:00,5102.757190182442
2020-01-09 16:00:00,5103.0095372612095
2020-01-09 17:00:00,5770.546298130945
2020-01-09 18:00:00,5114.178102138633
2020-01-09 19:00:00,5227.11312803612
2020-01-09 20:00:00,5190.80035269864
2020-01-09 21:00:00,5130.27825026116
2020-01-09 22:00:00,4936.946151071931
2020-01-09 23:00:00,5151.793844098654
2020-01-10 00:00:00,4845.434957092486
2020-01-10 01:00:00,4952.6362786519985
2020-01-10 02:00:00,4902.92729043418
2020-01-10 03:00:00,5016.374827877265
2020-01-10 04:00:00,5462.931713334701
2020-01-10 05:00:00,4626.54696148165
2020-01-10 06:00:00,5137.252038074903
2020-01-10 07:00:00,4677.4568257620695
2020-01-10 08:00:00,4905.613626842113
2020-01-10 09:00:00,5217.790119393473
2020-01-10 10:00:00,5012.856003819093
2020-01-10 11:00:00,4784.451044414139
2020-01-10 12:00:00,4856.939258148006
2020-01-10 13:00:00,5135.919549786935
2020-01-10 14:00:00,4853.926673656572
2020-01-10 15:00:00,5043.291717916395
2020-01-10 16:00:00,5009.114367980763
2020-01-10 17:00:00,4869.6799304788365
2020-01-10 18:00:00,5428.7888178650655
2020-01-10 19:00:00,5126.783804463602
2020-01-10 20:00:00,4594.9714826684785
2020-01-10 21:00:00,5037.290862953885
2020-01-10 22:00:00,4867.642707046322
2020-01-10 23:00:00,5170.486666959245
2020-01-11 00:00:00,4841.49585231346
2020-01-11 01:00:00,4977.05271170662
2020-01-11 02:00:00,5100.997455796091
2020-01-11 03:00:00,5173.151038834024
2020-01-11 04:00:00,4759.940718588845
2020-01-11 05:00:00,4933.09975283181
2020-01-11 06:00:00,4905.010937767809
2020-01-11 07:00:00,4869.334153485258
2020-01-11 08:00:00,5353.090848056219
2020-01-11 09:00:00,5080.996342192191
2020-01-11 10:00:00,4747.823209132991
2020-01-11 11:00:00,5183.572389410955
2020-01-11 12:00:00,5424.431239402526
2020-01-11 13:00:00,5206.49305211023
2020-01-11 14:00:00,4696.126006809197
2020-01-11 15:00:00,4903.15318542675
2020-01-11 16:00:00,5253.382229837324
2020-01-11 17:00:00,4858.466106876243
2020-01-11 18:00:00,5088.763885629246
2020-01-11 19:00:00,5154.926810685867
2020-01-11 20:00:00,4814.613905684383
2020-01-11 21:00:00,4988.09492878764
2020-01-11 22:00:00,4351.746531986186
2020-01-11 23:00:00,4795.122471733142
2020-01-12 00:00:00,4949.486369721368
2020-01-12 01:00:00,4750.44336360703
2020-01-12 02:00:00,5326.482260786327
2020-01-12 03:00:00,4713.971724407874
2020-01-12 04:00:00,4911.991102660603
2020-01-12 05:00:00,5026.148115457218
2020-01-12 06:00:00,5288.254657813223
2020-01-12 07:00:00,4712.827569764112
2020-01-12 08:00:00,5232.632750430992
2020-01-12 09:00:00,5002.046612203917
2020-01-12 10:00:00,4803.6982697904095
2020-01-12 11:00:00,5092.420694852654
2020-01-12 12:00:00,5039.811939114694
2020-01-12 13:00:00,4879.956624568241
2020-01-12 14:00:00,5013.960416998004
2020-01-12 15:00:00,4922.937280627648
2020-01-12 16:00:00,5022.70346905025
2020-01-12 17:00:00,5132.426134904209
2020-01-12 18:00:00,5317.20336322907
2020-01-12 19:00:00,4752.43690023463
2020-01-12 20:00:00,5426.606674931253
2020-01-12 21:00:00,4609.5824400955
2020-01-12 22:00:00,4969.642980992883
2020-01-12 23:00:00,5117.663441296915
2020-01-13 00:00:00,5056.198373547007
2020-01-13 01:00:00,4875.460096035881
2020-01-13 02:00:00,4958.375549928545
2020-01-13 03:00:00,4901.399813068233
2020-01-13 04:00:00,4882.127048611158
2020-01-13 05:00:00,5169.920419404205
2020-01-13 06:00:00,5071.40309719301
2020-01-13 07:00:00,4861.418080947869
2020-01-13 08:00:00,5179.91997508665
2020-01-13 09:00:00,5061.459904175322
2020-01-13 10:00:00,5162.572423767792
2020-01-13 11:00:00,5125.925768384723
2020-01-13 12:00:00,4834.200997815586
2020-01-13 13:00:00,4887.963791960606
2020-01-13 14:00:00,5149.458721024653
2020-01-13 15:00:00,5122.074053086693
2020-01-13 16:00:00,4995.81968120717
2020-01-13 17:00:00,5023.465476661757
2020-01-13 18:00:00,5255.532979157685
2020-01-13 19:00:00,4881.685722232834
2020-01-13 20:00:00,5109.419476234008
2020-01-13 21:00:00,4959.561469513221
2020-01-13 22:00:00,4956.463759354556
2020-01-13 23:00:00,5219.755370397438
2020-01-14 00:00:00,5165.083269797606
2020-01-14 01:00:00,5162.701927200128
2020-01-14 02:00:00,5261.095761430865
2020-01-14 03:00:00,5004.200768326552
2020-01-14 04:00:00,5136.390594258993
2020-01-14 05:00:00,4937.946648681309
2020-01-14 06:00:00,5064.833270497688
2020-01-14 07:00:00,4973.971389126463
2020-01-14 08:00:00,5019.399192998543
2020-01-14 09:00:00,5119.031405087383
2020-01-14 10:00:00,4836.355863353306
2020-01-14 11:00:00,5418.477455137092
2020-01-14 12:00:00,4798.79652370006
2020-01-14 13:00:00,4757.162277442453
2020-01-14 14:00:00,5231.622174700014
2020-01-14 15:00:00,5158.332538792587
2020-01-14 16:00:00,5124.823963410431
2020-01-14 17:00:00,5125.669101852856
2020-01-14 18:00:00,4997.550645430617
2020-01-14 19:00:00,4820.549125702833
2020-01-14 20:00:00,5015.160911638745
2020-01-14 21:00:00,4864.5676576975775
2020-01-14 22:00:00,5195.02394668355
2020-01-14 23:00:00,4970.588523699572
2020-01-15 00:00:00,4834.900560641498
2020-01-15 01:00:00,4935.722831669401
2020-01-15 02:00:00,5082.586290855125
2020-01-15 03:00:00,4887.255089439205
2020-01-15 04:00:00,4835.5559208867135
2020-01-15 05:00:00,5048.737442298382
2020-01-15 06:00:00,5048.993314221744
2020-01-15 07:00:00,4898.611364925774
2020-01-15 08:00:00,4905.792338876336
2020-01-15 09:00:00,5046.4099874715275
2020-01-15 10:00:00,4710.383131700535
2020-01-15 11:00:00,4718.507245124689
2020-01-15 12:00:00,4856.311155749513
2020-01-15 13:00:00,4957.31056965763
2020-01-15 14:00:00,5062.181513119601
2020-01-15 15:00:00,5295.071243389911
2020-01-15 16:00:00,5171.531924640404
2020-01-15 17:00:00,4968.012294007314
2020-01-15 18:00:00,4996.196758419463
2020-01-15 19:00:00,4799.4941270724385
2020-01-15 20:00:00,4996.297372801522
2020-01-15 21:00:00,4942.2682722159725
2020-01-15 22:00:00,5064.543712067618
2020-01-15 23:00:00,4834.553811289536
2020-01-16 00:00:00,5103.869302848235
2020-01-16 01:00:00,5306.547782600515
2020-01-16 02:00:00,4978.247970308628
2020-01-16 03:00:00,5080.342344419788
2020-01-16 04:00:00,5138.028798342222
2020-01-16 05:00:00,4919.755905622833
2020-01-16 06:00:00,5044.818496362083
2020-01-16 07:00:00,5002.518480156359
2020-01-16 08:00:00,5019.535219709766
2020-01-16 09:00:00,4845.398043228906
2020-01-16 10:00:00,5004.902034851789
2020-01-16 11:00:00,5099.59965824909
2020-01-16 12:00:00,5290.228721559009
2020-01-16 13:00:00,5191.854165217042
2020-01-16 14:00:00,5430.636491502311
2020-01-16 15:00:00,4846.53048742239
2020-01-16 16:00:00,5174.464127344136
2020-01-16 17:00:00,5036.66840114767
2020-01-16 18:00:00,5437.960586643534
2020-01-16 19:00:00,4838.34034292897
2020-01-16 20:00:00,4832.055631563845
2020-01-16 21:00:00,4880.1214709111955
2020-01-16 22:00:00,4575.220855138039
2020-01-16 23:00:00,4894.848995663848
2020-01-17 00:00:00,4848.17346768926
2020-01-17 01:00:00,5030.078757295241
2020-01-17 02:00:00,5068.351195155432
2020-01-17 03:00:00,5375.234167843178
2020-01-17 04:00:00,5190.0847676372105
2020-01-17 05:00:00,4884.619268867519
2020-01-17 06:00:00,4820.317065730328
2020-01-17 07:00:00,5098.383834301301
2020-01-17 08:00:00,4735.953358595872
2020-01-17 09:00:00,5366.291753170871
2020-01-17 10:00:00,5235.8880241442575
2020-01-17 11:00:00,4906.164869579059
2020-01-17 12:00:00,4657.373094181825
2020-01-17 13:00:00,5270.774474833082
2020-01-17 14:00:00,4977.092030949477
2020-01-17 15:00:00,5247.563262394692
2020-01-17 16:00:00,4681.114468241127
2020-01-17 17:00:00,4880.1249954092455
2020-01-17 18:00:00,5001.048739943637
2020-01-17 19:00:00,5009.3961187529485
2020-01-17 20:00:00,4909.9869057041515
2020-01-17 21:00:00,5124.5699864695
2020-01-17 22:00:00,4786.475914123481
2020-01-17 23:00:00,4971.5241029957415
2020-01-18 00:00:00,5024.059126342379
2020-01-18 01:00:00,5102.88776681175
2020-01-18 02:00:00,5142.322975617778
2020-01-18 03:00:00,4775.071581632426
2020-01-18 04:00:00,4693.177165852876
2020-01-18 05:00:00,5255.535364379702
2020-01-18 06:00:00,5066.4628023959185
2020-01-18 07:00:00,4850.30269268869
2020-01-18 08:00:00,5310.230395104504
2020-01-18 09:00:00,5023.134926858572
2020-01-18 10:00:00,5235.859436812765
2020-01-18 11:00:00,5013.503696282021
2020-01-18 12:00:00,5412.149584976398
2020-01-18 13:00:00,5351.068168488641
2020-01-18 14:00:00,4950.207170304186
2020-01-18 15:00:00,5194.314190190871
2020-01-18 16:00:00,5129.075189917029
2020-01-18 17:00:00,5273.72631150647
2020-01-18 18:00:00,4807.015307883979
2020-01-18 19:00:00,5137.210291999688
2020-01-18 20:00:00,5211.684897369918
2020-01-18 21:00:00,4648.252102715377
2020-01-18 22:00:00,4763.348297466845
2020-01-18 23:00:00,4592.15356444798
2020-01-19 00:00:00,4946.1186331110885
2020-01-19 01:00:00,5143.508451159192
2020-01-19 02:00:00,5300.471410419205
2020-01-19 03:00:00,5014.818956083955
2020-01-19 04:00:00,5325.7231091142585
2020-01-19 05:00:00,4723.979708357022
2020-01-19 06:00:00,4659.323512128969
2020-01-19 07:00:00,4988.890460220677
2020-01-19 08:00:00,5076.813089787862
2020-01-19 09:00:00,4993.461050381181
2020-01-19 10:00:00,4586.511579992025
2020-01-19 11:00:00,4982.175992097443
2020-01-19 12:00:00,4739.10609989903
2020-01-19 13:00:00,5133.934509766008
2020-01-19 14:00:00,5073.319649219369
2020-01-19 15:00:00,4812.024042734529
2020-01-19 16:00:00,4897.226616532661
2020-01-19 17:00:00,4788.15729562221
2020-01-19 18:00:00,4987.464180545366
2020-01-19 19:00:00,5191.028464100247
2020-01-19 20:00:00,4802.854790732891
2020-01-19 21:00:00,5100.809303103569
2020-01-19 22:00:00,4893.948476325512
2020-01-19 23:00:00,4841.425433547531
2020-01-20 00:00:00,4978.593928009089
2020-01-20 01:00:00,4792.951535516125
2020-01-20 02:00:00,4889.270138930564
2020-01-20 03:00:00,4760.42442148223
2020-01-20 04:00:00,5392.9450265832775
2020-01-20 05:00:00,5007.052710394346
2020-01-20 06:00:00,4860.054898401483
2020-01-20 07:00:00,5042.795982146845
2020-01-20 08:00:00,4977.534390061834
2020-01-20 09:00:00,4955.806080093355
2020-01-20 10:00:00,5122.833340008685
2020-01-20 11:00:00,5151.501542009461
2020-01-20 12:00:00,4893.899770477895
2020-01-20 13:00:00,4884.836351871064
2020-01-20 14:00:00,4944.989660569671
2020-01-20 15:00:00,4539.615767052883
2020-01-20 16:00:00,4696.96178756029
2020-01-20 17:00:00,5273.374853488905
2020-01-20 18:00:00,5328.9935427002565
2020-01-20 19:00:00,4950.192792088725
2020-01-20 20:00:00,5115.311392611154
2020-01-20 21:00:00,5062.250030908707
2020-01-20 22:00:00,5615.7761616910475
2020-01-20 23:00:00,5223.914982286915
2020-01-21 00:00:00,4974.416481703846
2020-01-21 01:00:00,4808.891911879915
2020-01-21 02:00:00,4678.710735948485
2020-01-21 03:00:00,5040.692727173445
2020-01-21 04:00:00,4848.729850943139
2020-01-21 05:00:00,4715.549258080465
2020-01-21 06:00:00,4870.685423151494
2020-01-21 07:00:00,4783.690399277121
2020-01-21 08:00:00,5337.428327014513
2020-01-21 09:00:00,5176.32795138989
2020-01-21 10:00:00,4998.405471736676
2020-01-21 11:00:00,5295.9888277780055
2020-01-21 12:00:00,5015.473661529523
2020-01-21 13:00:00,4827.7431597343475
2020-01-21 14:00:00,5304.624815453932
2020-01-21 15:00:00,5107.782008736932
2020-01-21 16:00:00,4792.550769134708
2020-01-21 17:00:00,4961.932264383278
2020-01-21 18:00:00,4824.876349323049
2020-01-21 19:00:00,4723.440053807133
2020-01-21 20:00:00,5185.2355095063285
2020-01-21 21:00:00,5381.883328094026
2020-01-21 22:00:00,4720.286485236172
2020-01-21 23:00:00,5112.593847338114
2020-01-22 00:00:00,4869.871486175634
2020-01-22 01:00:00,4902.574923247061
2020-01-22 02:00:00,4881.521215152226
2020-01-22 03:00:00,4827.2018460640365
2020-01-22 04:00:00,5009.704325588966
2020-01-22 05:00:00,4833.809976717793
2020-01-22 06:00:00,5054.091365155968
2020-01-22 07:00:00,4989.9523781101725
2020-01-22 08:00:00,4952.210390626718
2020-01-22 09:00:00,4818.48726759168
2020-01-22 10:00:00,4884.645733886334
2020-01-22 11:00:00,5151.078245165151
2020-01-22 12:00:00,5100.183437524876
2020-01-22 13:00:00,4804.48895104029
2020-01-22 14:00:00,5019.866461085845
2020-01-22 15:00:00,5150.2774246743575
2020-01-22 16:00:00,4666.118943775726
2020-01-22 17:00:00,5108.672038475987
2020-01-22 18:00:00,4867.475248210831
2020-01-22 19:00:00,5114.119733718632
2020-01-22 20:00:00,4847.3481686914965
2020-01-22 21:00:00,4639.0235798670965
2020-01-22 22:00:00,4674.491512423368
2020-01-22 23:00:00,5009.616989332277
2020-01-23 00:00:00,5051.944500344296
2020-01-23 01:00:00,4819.136674979119
2020-01-23 02:00:00,5127.718491755475
2020-01-23 03:00:00,4667.695987546208
2020-01-23 04:00:00,4986.784040270537
2020-01-23 05:00:00,4757.7967600475085
2020-01-23 06:00:00,4869.632778439568
2020-01-23 07:00:00,5009.479734263283
2020-01-23 08:00:00,4827.917326943209
2020-01-23 09:00:00,4923.088891154035
2020-01-23 10:00:00,5201.258561842888
2020-01-23 11:00:00,4884.621626095371
2020-01-23 12:00:00,5167.138422413029
2020-01-23 13:00:00,4774.058629068476
2020-01-23 14:00:00,5105.960835583057
2020-01-23 15:00:00,5288.31372413158
2020-01-23 16:00:00,4505.671099974542
2020-01-23 17:00:00,4840.620948905905
2020-01-23 18:00:00,5115.414425436108
2020-01-23 19:00:00,4959.390922791402
2020-01-23 20:00:00,5074.229174674262
2020-01-23 21:00:00,4879.202962656836
2020-01-23 22:00:00,5017.31795749458
2020-01-23 23:00:00,4968.864552921584
2020-01-24 00:00:00,5233.556412331962
2020-01-24 01:00:00,5050.884168660243
2020-01-24 02:00:00,5067.52053241504
2020-01-24 03:00:00,4917.624606775506
2020-01-24 04:00:00,4902.4787551855015
2020-01-24 05:00:00,4913.4883624360755
2020-01-24 06:00:00,5078.890428475659
2020-01-24 07:00:00,4915.803103835948
2020-01-24 08:00:00,5057.954971379282
2020-01-24 09:00:00,5415.080159729087
2020-01-24 10:00:00,5174.224940686338
2020-01-24 11:00:00,4934.795293566432
2020-01-24 12:00:00,5240.2427844327885
2020-01-24 13:00:00,4918.38492539569
2020-01-24 14:00:00,4592.375092964429
2020-01-24 15:00:00,4798.382737816519
2020-01-24 16:00:00,4625.841615794829
2020-01-24 17:00:00,4929.697303191739
2020-01-24 18:00:00,5003.68367583791
2020-01-24 19:00:00,5335.287462455057
2020-01-24 20:00:00,5065.385474752832
2020-01-24 21:00:00,4956.1798942382275
2020-01-24 22:00:00,5165.881116236698
2020-01-24 23:00:00,4557.772938198423
2020-01-25 00:00:00,5047.122911621713
2020-01-25 01:00:00,5154.173038777393
2020-01-25 02:00:00,4704.282750844031
2020-01-25 03:00:00,5228.750808641385
2020-01-25 04:00:00,5067.699281498883
2020-01-25 05:00:00,4916.94241721984
2020-01-25 06:00:00,5126.556373221257
2020-01-25 07:00:00,5454.138571560879
2020-01-25 08:00:00,5036.373251011699
2020-01-25 09:00:00,5049.644117260067
2020-01-25 10:00:00,4908.127820091951
2020-01-25 11:00:00,4830.031126107042
2020-01-25 12:00:00,5166.06716330885
2020-01-25 13:00:00,4828.783234818226
2020-01-25 14:00:00,5014.313247443879
2020-01-25 15:00:00,4904.468510646977
2020-01-25 16:00:00,5095.795965149278
2020-01-25 17:00:00,5066.73242105739
2020-01-25 18:00:00,5207.50798885158
2020-01-25 19:00:00,4897.996720229051
2020-01-25 20:00:00,4946.025012941326
2020-01-25 21:00:00,4804.247256843539
2020-01-25 22:00:00,4911.141347984778
2020-01-25 23:00:00,5075.460098608971
2020-01-26 00:00:00,5151.397723329071
2020-01-26 01:00:00,4815.566935164475
2020-01-26 02:00:00,5173.921184021132
2020-01-26 03:00:00,5271.127571760991
2020-01-26 04:00:00,5082.68698064474
2020-01-26 05:00:00,5375.359162511613
2020-01-26 06:00:00,4845.242160179286
2020-01-26 07:00:00,4751.069059337717
2020-01-26 08:00:00,4644.255950219144
2020-01-26 09:00:00,5299.208862297836
2020-01-26 10:00:00,5130.873131270811
2020-01-26 11:00:00,4988.883065817909
2020-01-26 12:00:00,5055.993725263964
2020-01-26 13:00:00,4774.902190540325
2020-01-26 14:00:00,5489.150395923365
2020-01-26 15:00:00,5025.844236395045
2020-01-26 16:00:00,5021.878958920978
2020-01-26 17:00:00,5145.153324779739
2020-01-26 18:00:00,5096.201846347342
2020-01-26 19:00:00,5044.776804855826
2020-01-26 20:00:00,4841.905108910938
2020-01-26 21:00:00,5094.293671427199
2020-01-26 22:00:00,5376.4048992950065
2020-01-26 23:00:00,5269.084009230995
2020-01-27 00:00:00,5318.63732532788
2020-01-27 01:00:00,4897.756864713763
2020-01-27 02:00:00,4802.0790359482835
2020-01-27 03:00:00,4974.84261598007
2020-01-27 04:00:00,5011.1449824577385
2020-01-27 05:00:00,5218.83830369419
2020-01-27 06:00:00,4661.507074057036
2020-01-27 07:00:00,5305.910063892123
2020-01-27 08:00:00,4968.398420284202
2020-01-27 09:00:00,4914.623786010516
2020-01-27 10:00:00,4797.579124947966
2020-01-27 11:00:00,4669.028665626846
2020-01-27 12:00:00,5164.634116792383
2020-01-27 13:00:00,5014.663593437681
2020-01-27 14:00:00,4742.007820051789
2020-01-27 15:00:00,4740.984245587277
2020-01-27 16:00:00,4932.843060141974
2020-01-27 17:00:00,5333.804305057879
2020-01-27 18:00:00,4948.081729727279
2020-01-27 19:00:00,4699.371409376379
2020-01-27 20:00:00,4950.851387182811
2020-01-27 21:00:00,4945.4552860504655
2020-01-27 22:00:00,4460.622671411686
2020-01-27 23:00:00,4989.141026696438
2020-01-28 00:00:00,4953.813093958264
2020-01-28 01:00:00,5139.241272962684
2020-01-28 02:00:00,5369.791218989069
2020-01-28 03:00:00,5225.313005909551
2020-01-28 04:00:00,4946.222261889034
2020-01-28 05:00:00,4778.694818251666
2020-01-28 06:00:00,5514.671960649972
2020-01-28 07:00:00,5011.8436868028975
2020-01-28 08:00:00,5002.785858382589
2020-01-28 09:00:00,4995.174982577999
2020-01-28 10:00:00,5039.616952153571
2020-01-28 11:00:00,4971.127917615211
2020-01-28 12:00:00,4885.267598623953
2020-01-28 13:00:00,4890.628211751921
